1#1+ы#1+а#1+ов#1+у#1+ам#1#1+ы#1+ом#1+ами#1+е#1+ах
0=аборт,1=аборт
0=племянница,1=племянниц
0=приятельница,1=приятельниц
0=продавщица,1=продавщиц
0=птица,1=птиц
0=пьяница,1=пьяниц
0=родственница,1=родственниц
0=спутница,1=спутниц
0=убийца,1=убийц
0=уборщица,1=уборщиц
0=умница,1=умниц
0=ученица,1=учениц
0=учительница,1=учительниц
0=царица,1=цариц
1+ье#1+ья#1+ья#1+ий#1+ью#1+ьям#1+ье#1+ья#1+ьем#1+ьями#1+ье#1+ьях
0=варенье,1=варен
0=веселье,1=весел
0=воскресенье,1=воскресен
0=запястье,1=запяст
0=зарубежье,1=зарубеж
0=застолье,1=застол
0=здоровье,1=здоров
0=несчастье,1=несчаст
0=печенье,1=печен
0=побережье,1=побереж
0=подземелье,1=подземел
0=подполье,1=подпол
0=похмелье,1=похмел
0=прощанье,1=прощан
0=раздумье,1=раздум
0=сиденье,1=сиден
0=средневековье,1=средневеков
0=счастье,1=счаст
0=устье,1=уст
0=ущелье,1=ущел
1+а#1+ы#1+ы#1#1+е#1+ам#1+у#1#1+ей#1+ами#1+е#1+ах
0=богородица,1=богородиц
0=гусеница,1=гусениц
0=девица,1=девиц
0=императрица,1=императриц
0=красавица,1=красавиц
0=любовница,1=любовниц
0=певица,1=певиц
0=племянница,1=племянниц
0=приятельница,1=приятельниц
0=продавщица,1=продавщиц
0=птица,1=птиц
0=пьяница,1=пьяниц
0=родственница,1=родственниц
0=спутница,1=спутниц
0=убийца,1=убийц
0=уборщица,1=уборщиц
0=умница,1=умниц
0=ученица,1=учениц
0=учительница,1=учительниц
0=царица,1=цариц
1+2+а#1+2+и#1+2+и#1+о+2#1+2+е#1+2+ам#1+2+у#1+о+2#1+2+ою#1+2+ами#1+2+е#1+2+ах
0=артистка,1=артист,2=к
0=бабка,1=баб,2=к
0=белка,1=бел,2=к
0=блондинка,1=блондин,2=к
0=гражданка,1=граждан,2=к
0=девка,1=дев,2=к
0=девчонка,1=девчон,2=к
0=журналистка,1=журналист,2=к
0=красотка,1=красот,2=к
0=лошадка,1=лошад,2=к
0=невестка,1=невест,2=к
0=овчарка,1=овчар,2=к
0=официантка,1=официант,2=к
0=проститутка,1=проститут,2=к
0=рыбка,1=рыб,2=к
0=самка,1=сам,2=к
0=соседка,1=сосед,2=к
0=студентка,1=студент,2=к
0=тётка,1=тёт,2=к
0=утка,1=ут,2=к
1+2+а#1+2+и#1+2+и#1+о+2#1+2+е#1+2+ам#1+2+у#1+о+2#1+2+ой#1+2+ами#1+2+е#1+2+ах
0=артистка,1=артист,2=к
0=бабка,1=баб,2=к
0=белка,1=бел,2=к
0=блондинка,1=блондин,2=к
0=гражданка,1=граждан,2=к
0=девка,1=дев,2=к
0=девчонка,1=девчон,2=к
0=журналистка,1=журналист,2=к
0=красотка,1=красот,2=к
0=лошадка,1=лошад,2=к
0=невестка,1=невест,2=к
0=овчарка,1=овчар,2=к
0=официантка,1=официант,2=к
0=проститутка,1=проститут,2=к
0=рыбка,1=рыб,2=к
0=самка,1=сам,2=к
0=соседка,1=сосед,2=к
0=студентка,1=студент,2=к
0=тётка,1=тёт,2=к
0=утка,1=ут,2=к
1#1+и#1+а#1+ей#1+у#1+ам#1#1+и#1+ем#1+ами#1+е#1+ах
0=выигрыш,1=выигрыш
0=душ,1=душ
0=имидж,1=имидж
0=колледж,1=колледж
0=коттедж,1=коттедж
0=манеж,1=манеж
0=марш,1=марш
0=массаж,1=массаж
0=матч,1=матч
0=овощи,1=овощ
0=пассаж,1=пассаж
0=пейзаж,1=пейзаж
0=персонаж,1=персонаж
0=плач,1=плач
0=пляж,1=пляж
0=престиж,1=престиж
0=репортаж,1=репортаж
0=розыгрыш,1=розыгрыш
0=стаж,1=стаж
0=экипаж,1=экипаж
1#1+и#1+а#1+ей#1+у#1+ам#1#1+и#1+ом#1+ами#1+е#1+ах
0=багаж,1=багаж
0=бич,1=бич
0=борщ,1=борщ
0=гараж,1=гараж
0=грош,1=грош
0=карандаш,1=карандаш
0=кирпич,1=кирпич
0=ключ,1=ключ
0=луч,1=луч
0=меч,1=меч
0=мираж,1=мираж
0=монтаж,1=монтаж
0=мяч,1=мяч
0=нож,1=нож
0=плащ,1=плащ
0=рубеж,1=рубеж
0=стеллаж,1=стеллаж
0=тираж,1=тираж
0=этаж,1=этаж
1+й+2+а#1+й+2+и#1+й+2+и#1+е+2#1+й+2+е#1+й+2+ам#1+й+2+у#1+й+2+и#1+й+2+ою#1+й+2+ами#1+й+2+е#1+й+2+ах
0=байка,1=ба,2=к
0=застройка,1=застро,2=к
0=койка,1=ко,2=к
0=копейка,1=копе,2=к
0=линейка,1=лине,2=к
0=лужайка,1=лужа,2=к
0=майка,1=ма,2=к
0=настройка,1=настро,2=к
0=перестройка,1=перестро,2=к
0=помойка,1=помо,2=к
0=постройка,1=постро,2=к
0=скамейка,1=скаме,2=к
0=стойка,1=сто,2=к
0=стройка,1=стро,2=к
0=струйка,1=стру,2=к
0=тройка,1=тро,2=к
0=ячейка,1=яче,2=к
1+й+2+а#1+й+2+и#1+й+2+и#1+е+2#1+й+2+е#1+й+2+ам#1+й+2+у#1+й+2+и#1+й+2+ой#1+й+2+ами#1+й+2+е#1+й+2+ах
0=байка,1=ба,2=к
0=застройка,1=застро,2=к
0=койка,1=ко,2=к
0=копейка,1=копе,2=к
0=линейка,1=лине,2=к
0=лужайка,1=лужа,2=к
0=майка,1=ма,2=к
0=настройка,1=настро,2=к
0=перестройка,1=перестро,2=к
0=помойка,1=помо,2=к
0=постройка,1=постро,2=к
0=скамейка,1=скаме,2=к
0=стойка,1=сто,2=к
0=стройка,1=стро,2=к
0=струйка,1=стру,2=к
0=тройка,1=тро,2=к
0=ячейка,1=яче,2=к
1+ин#1+е#1+ина#1#1+ину#1+ам#1+ина#1#1+ином#1+ами#1+ине#1+ах
0=англичанин,1=англичан
0=армянин,1=армян
0=барин,1=бар
0=боярин,1=бояр
0=горожанин,1=горожан
0=гражданин,1=граждан
0=дворянин,1=дворян
0=израильтянин,1=израильтян
0=крестьянин,1=крестьян
0=мусульманин,1=мусульман
0=прихожанин,1=прихожан
0=римлянин,1=римлян
0=россиянин,1=россиян
0=славянин,1=славян
0=христианин,1=христиан
1+ь#1+и#1+и#1+ей#1+и#1+ам#1+ь#1+и#1+ью#1+ами#1+и#1+ах
0=вещь,1=вещ
0=горечь,1=гореч
0=дрожь,1=дрож
0=залежь,1=залеж
0=мелочь,1=мелоч
0=молодёжь,1=молодёж
0=мощь,1=мощ
0=ночь,1=ноч
0=печь,1=печ
0=полночь,1=полноч
0=помощь,1=помощ
0=речь,1=реч
0=роскошь,1=роскош
0=чушь,1=чуш
1+а#1+и#1+и#1#1+е#1+ам#1+у#1#1+ою#1+ами#1+е#1+ах
0=бедняга,1=бедняг
0=бродяга,1=бродяг
0=владыка,1=владык
0=госпожа,1=госпож
0=коллега,1=коллег
0=муха,1=мух
0=подруга,1=подруг
0=работяга,1=работяг
0=слуга,1=слуг
0=собака,1=собак
0=старуха,1=старух
0=сука,1=сук
0=супруга,1=супруг
0=черепаха,1=черепах
1+а#1+и#1+и#1#1+е#1+ам#1+у#1#1+ой#1+ами#1+е#1+ах
0=бедняга,1=бедняг
0=бродяга,1=бродяг
0=владыка,1=владык
0=госпожа,1=госпож
0=коллега,1=коллег
0=муха,1=мух
0=подруга,1=подруг
0=работяга,1=работяг
0=слуга,1=слуг
0=собака,1=собак
0=старуха,1=старух
0=сука,1=сук
0=супруга,1=супруг
0=черепаха,1=черепах
1+о+2#1+2+и#1+2+а#1+2+ов#1+2+у#1+2+ам#1+2+а#1+2+ов#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=дружок,1=друж,2=к
0=дурачок,1=дурач,2=к
0=мужичок,1=мужич,2=к
0=новичок,1=нович,2=к
0=подонок,1=подон,2=к
0=подросток,1=подрост,2=к
0=потомок,1=потом,2=к
0=предок,1=пред,2=к
0=придурок,1=придур,2=к
0=старичок,1=старич,2=к
0=стрелок,1=стрел,2=к
0=сынок,1=сын,2=к
0=щенок,1=щен,2=к
1+я#1+и#1+и#1+ь#1+е#1+ям#1+ю#1+и#1+ею#1+ями#1+е#1+ях
0=баня,1=бан
0=буря,1=бур
0=воля,1=вол
0=кастрюля,1=кастрюл
0=миля,1=мил
0=неделя,1=недел
0=погоня,1=погон
0=потеря,1=потер
0=пуля,1=пул
0=пустыня,1=пустын
0=святыня,1=святын
0=яблоня,1=яблон
1+я#1+и#1+и#1+ь#1+е#1+ям#1+ю#1+и#1+ей#1+ями#1+е#1+ях
0=баня,1=бан
0=буря,1=бур
0=воля,1=вол
0=кастрюля,1=кастрюл
0=миля,1=мил
0=неделя,1=недел
0=погоня,1=погон
0=потеря,1=потер
0=пуля,1=пул
0=пустыня,1=пустын
0=святыня,1=святын
0=яблоня,1=яблон
1+е+2+ь#1+2+и#1+2+я#1+2+ей#1+2+ю#1+2+ям#1+е+2+ь#1+2+и#1+2+ем#1+2+ями#1+2+е#1+2+ях
0=будни,1=буд,2=н
0=гребень,1=греб,2=н
0=камень,1=кам,2=н
0=кашель,1=каш,2=л
0=корень,1=кор,2=н
0=ливень,1=лив,2=н
0=перечень,1=переч,2=н
0=перстень,1=перст,2=н
0=полдень,1=полд,2=н
0=стебель,1=стеб,2=л
0=стержень,1=стерж,2=н
0=уровень,1=уров,2=н
1+е+2#1+2+ы#1+2+а#1+2+ов#1+2+у#1+2+ам#1+е+2#1+2+ы#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=венец,1=вен,2=ц
0=ветер,1=вет,2=р
0=дворец,1=двор,2=ц
0=замысел,1=замыс,2=л
0=конец,1=кон,2=ц
0=образец,1=образ,2=ц
0=огурец,1=огур,2=ц
0=пепел,1=пеп,2=л
0=промысел,1=промыс,2=л
0=свинец,1=свин,2=ц
0=узел,1=уз,2=л
0=хребет,1=хреб,2=т
1+е#1+а#1+а#1#1+у#1+ам#1+е#1+а#1+ем#1+ами#1+е#1+ах
0=жилище,1=жилищ
0=зрелище,1=зрелищ
0=кладбище,1=кладбищ
0=ложе,1=лож
0=поприще,1=поприщ
0=прозвище,1=прозвищ
0=сокровище,1=сокровищ
0=солнце,1=солнц
0=туловище,1=туловищ
0=убежище,1=убежищ
0=училище,1=училищ
0=хранилище,1=хранилищ
-#1+ы#-#1+ов#-#1+ам#-#1+ы#-#1+ами#-#1+ах
0=алименты,1=алимент
0=аплодисменты,1=аплодисмент
0=весы,1=вес
0=выборы,1=выбор
0=джинсы,1=джинс
0=консервы,1=консерв
0=отходы,1=отход
0=переговоры,1=переговор
0=трусы,1=трус
0=финансы,1=финанс
0=часы,1=час
0=штаны,1=штан
1+е+2#1+2+ы#1+2+а#1+2+ов#1+2+у#1+2+ам#1+2+а#1+2+ов#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=борец,1=бор,2=ц
0=жеребец,1=жереб,2=ц
0=истец,1=ист,2=ц
0=купец,1=куп,2=ц
0=молодец,1=молод,2=ц
0=отец,1=от,2=ц
0=певец,1=пев,2=ц
0=продавец,1=продав,2=ц
0=самец,1=сам,2=ц
0=творец,1=твор,2=ц
1+ая#1+ые#1+ой#1+ых#1+ой#1+ым#1+ую#1+ые#1+ою#1+ыми#1+ой#1+ых
0=ванная,1=ванн
0=вселенная,1=вселенн
0=гостиная,1=гостин
0=кривая,1=крив
0=мостовая,1=мостов
0=набережная,1=набережн
0=передовая,1=передов
0=приёмная,1=приёмн
0=столовая,1=столов
0=уборная,1=уборн
1+ая#1+ые#1+ой#1+ых#1+ой#1+ым#1+ую#1+ые#1+ой#1+ыми#1+ой#1+ых
0=ванная,1=ванн
0=вселенная,1=вселенн
0=гостиная,1=гостин
0=кривая,1=крив
0=мостовая,1=мостов
0=набережная,1=набережн
0=передовая,1=передов
0=приёмная,1=приёмн
0=столовая,1=столов
0=уборная,1=уборн
1+я#1+и#1+и#1+й#1+е#1+ям#1+ю#1+и#1+ею#1+ями#1+е#1+ях
0=аллея,1=алле
0=батарея,1=батаре
0=затея,1=зате
0=идея,1=иде
0=статуя,1=стату
0=стая,1=ста
0=траншея,1=транше
0=шея,1=ше
1+я#1+и#1+и#1+й#1+е#1+ям#1+ю#1+и#1+ей#1+ями#1+е#1+ях
0=аллея,1=алле
0=батарея,1=батаре
0=затея,1=зате
0=идея,1=иде
0=статуя,1=стату
0=стая,1=ста
0=траншея,1=транше
0=шея,1=ше
1+ь#1+и#1+я#1+ей#1+ю#1+ям#1+я#1+ей#1+ём#1+ями#1+е#1+ях
0=богатырь,1=богатыр
0=вождь,1=вожд
0=дикарь,1=дикар
0=конь,1=кон
0=король,1=корол
0=секретарь,1=секретар
0=царь,1=цар
0=червь,1=черв
1+ое#1+ые#1+ого#1+ых#1+ому#1+ым#1+ое#1+ые#1+ым#1+ыми#1+ом#1+ых
0=второе,1=втор
0=ископаемое,1=ископаем
0=мороженое,1=морожен
0=первое,1=перв
0=пирожное,1=пирожн
0=прошлое,1=прошл
0=содержимое,1=содержим
0=спиртное,1=спиртн
1+о+2#1+2+ы#1+2+а#1+2+ов#1+2+у#1+2+ам#1+о+2#1+2+ы#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=бугор,1=буг,2=р
0=лоб,1=л,2=б
0=ров,1=р,2=в
0=рот,1=р,2=т
0=сон,1=с,2=н
0=угол,1=уг,2=л
0=чехол,1=чех,2=л
0=шов,1=ш,2=в
1+й#1+и#1+я#1+ев#1+ю#1+ям#1+я#1+ев#1+ем#1+ями#1+е#1+ях
0=герой,1=геро
0=еврей,1=евре
0=злодей,1=злоде
0=змей,1=зме
0=иудей,1=иуде
0=негодяй,1=негодя
0=попугай,1=попуга
0=протоиерей,1=протоиере
1+е+2+3+о#1+ё+2+3+а#1+е+2+3+а#1+ё+2+е+3#1+е+2+3+у#1+ё+2+3+ам#1+е+2+3+о#1+ё+2+3+а#1+е+2+3+ом#1+ё+2+3+ами#1+е+2+3+е#1+ё+2+3+ах
0=бедро,1=б,2=д,3=р
0=бревно,1=бр,2=в,3=н
0=ведро,1=в,2=д,3=р
0=весло,1=в,2=с,3=л
0=зерно,1=з,2=р,3=н
0=ребро,1=р,2=б,3=р
0=ремесло,1=рем,2=с,3=л
0=седло,1=с,2=д,3=л
1+2+я#1+2+и#1+2+и#1+е+2#1+2+е#1+2+ям#1+2+ю#1+2+и#1+2+ею#1+2+ями#1+2+е#1+2+ях
0=башня,1=баш,2=н
0=вишня,1=виш,2=н
0=конюшня,1=конюш,2=н
0=песня,1=пес,2=н
0=подворотня,1=подворот,2=н
0=сотня,1=сот,2=н
0=сплетня,1=сплет,2=н
0=таможня,1=тамож,2=н
1+2+я#1+2+и#1+2+и#1+е+2#1+2+е#1+2+ям#1+2+ю#1+2+и#1+2+ей#1+2+ями#1+2+е#1+2+ях
0=башня,1=баш,2=н
0=вишня,1=виш,2=н
0=конюшня,1=конюш,2=н
0=песня,1=пес,2=н
0=подворотня,1=подворот,2=н
0=сотня,1=сот,2=н
0=сплетня,1=сплет,2=н
0=таможня,1=тамож,2=н
1+2+о#1+2+а#1+2+а#1+е+2#1+2+у#1+2+ам#1+2+о#1+2+а#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=говно,1=гов,2=н
0=кресло,1=крес,2=л
0=масло,1=мас,2=л
0=полотно,1=полот,2=н
0=пятно,1=пят,2=н
0=русло,1=рус,2=л
0=число,1=чис,2=л
0=ядро,1=яд,2=р
1#1+и#1+а#1+ей#1+у#1+ам#1+а#1+ей#1+ом#1+ами#1+е#1+ах
0=богач,1=богач
0=бомж,1=бомж
0=врач,1=врач
0=клещ,1=клещ
0=малыш,1=малыш
0=москвич,1=москвич
0=палач,1=палач
0=скрипач,1=скрипач
1+2+о#1+2+и#1+2+а#1+е+2#1+2+у#1+2+ам#1+2+о#1+2+и#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=горлышко,1=горлыш,2=к
0=колечко,1=колеч,2=к
0=местечко,1=местеч,2=к
0=окошко,1=окош,2=к
0=семечко,1=семеч,2=к
0=словечко,1=словеч,2=к
0=солнышко,1=солныш,2=к
-#1+ы#-#1#-#1+ам#-#1+ы#-#1+ами#-#1+ах
0=каникулы,1=каникул
0=макароны,1=макарон
0=нары,1=нар
0=ножницы,1=ножниц
0=похороны,1=похорон
0=хлопоты,1=хлопот
0=шахматы,1=шахмат
1+я#1+и#1+и#1+ь#1+е#1+ям#1+ю#1+ь#1+ею#1+ями#1+е#1+ях
0=богиня,1=богин
0=героиня,1=героин
0=графиня,1=графин
0=княгиня,1=княгин
0=няня,1=нян
0=тетя,1=тёт
1+я#1+и#1+и#1+ь#1+е#1+ям#1+ю#1+ь#1+ей#1+ями#1+е#1+ях
0=богиня,1=богин
0=героиня,1=героин
0=графиня,1=графин
0=княгиня,1=княгин
0=няня,1=нян
0=тетя,1=тёт
1+я#1+и#1+и#1+ей#1+е#1+ям#1+ю#1+и#1+ёю#1+ями#1+е#1+ях
0=болтовня,1=болтовн
0=броня,1=брон
0=возня,1=возн
0=ноздря,1=ноздр
0=родня,1=родн
0=ступня,1=ступн
1+я#1+и#1+и#1+ей#1+е#1+ям#1+ю#1+и#1+ёй#1+ями#1+е#1+ях
0=болтовня,1=болтовн
0=броня,1=брон
0=возня,1=возн
0=ноздря,1=ноздр
0=родня,1=родн
0=ступня,1=ступн
1+ьё#1+ья#1+ья#1+ей#1+ью#1+ьям#1+ьё#1+ья#1+ьём#1+ьями#1+ье#1+ьях
0=белье,1=бел
0=вранье,1=вран
0=жилье,1=жил
0=ружье,1=руж
0=сырье,1=сыр
0=чутье,1=чут
1+ь#1+и#1+и#1+ей#1+и#1+ям#1+ь#1+ей#1+ью#1+ями#1+и#1+ях
0=блядь,1=бляд
0=жестокость,1=жестокост
0=лошадь,1=лошад
0=особь,1=особ
0=свекровь,1=свекров
0=тварь,1=твар
1+й#1+и#1+я#1+ёв#1+ю#1+ям#1+й#1+и#1+ем#1+ями#1+е#1+ях
0=бой,1=бо
0=клей,1=кле
0=сбой,1=сбо
0=слой,1=сло
0=хуй,1=ху
0=чай,1=ча
1+е+2#1+2+и#1+2+а#1+2+ов#1+2+у#1+2+ам#1+е+2#1+2+и#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=камешек,1=камеш,2=к
0=камушек,1=камуш,2=к
0=кусочек,1=кусоч,2=к
0=листочек,1=листоч,2=к
0=мешочек,1=мешоч,2=к
0=цветочек,1=цветоч,2=к
1+2+я#1+2+и#1+2+и#1+е+2+ь#1+2+е#1+2+ям#1+2+ю#1+2+и#1+2+ею#1+2+ями#1+2+е#1+2+ях
0=деревня,1=дерев,2=н
0=капля,1=кап,2=л
0=кровля,1=кров,2=л
0=сабля,1=саб,2=л
0=торговля,1=торгов,2=л
0=туфля,1=туф,2=л
1+2+я#1+2+и#1+2+и#1+е+2+ь#1+2+е#1+2+ям#1+2+ю#1+2+и#1+2+ей#1+2+ями#1+2+е#1+2+ях
0=деревня,1=дерев,2=н
0=капля,1=кап,2=л
0=кровля,1=кров,2=л
0=сабля,1=саб,2=л
0=торговля,1=торгов,2=л
0=туфля,1=туф,2=л
1#1+ы#1+а#1#1+у#1+ам#1#1+ы#1+ом#1+ами#1+е#1+ах
0=волос,1=волос
0=грамм,1=грамм
0=килограмм,1=килограмм
0=погон,1=погон
0=помидор,1=помидор
0=раз,1=раз
-#1+а#-#1#-#1+ам#-#1+а#-#1+ами#-#1+ах
0=ворота,1=ворот
0=дрова,1=дров
0=недра,1=недр
0=перила,1=перил
0=уста,1=уст
0=чернила,1=чернил
1+ё+2#1+ь+2+и#1+ь+2+а#1+ь+2+ов#1+ь+2+у#1+ь+2+ам#1+ё+2#1+ь+2+и#1+ь+2+ом#1+ь+2+ами#1+ь+2+е#1+ь+2+ах
0=козырек,1=козыр,2=к
0=кошелек,1=кошел,2=к
0=ларек,1=лар,2=к
0=огонек,1=огон,2=к
0=пузырек,1=пузыр,2=к
1+я#1+ена#1+ени#1+ён#1+ени#1+енам#1+я#1+ена#1+енем#1+енами#1+ени#1+енах
0=бремя,1=брем
0=время,1=врем
0=имя,1=им
0=пламя,1=плам
0=племя,1=плем
1+о#1+и#1+а#1#1+у#1+ам#1+о#1+и#1+ом#1+ами#1+е#1+ах
0=брюхо,1=брюх
0=веко,1=век
0=молоко,1=молок
0=плечо,1=плеч
0=яблоко,1=яблок
1+й#1+и#1+я#1+ев#1+ю#1+ям#1+й#1+и#1+ем#1+ями#1+и#1+ях
0=алюминий,1=алюмини
0=комментарий,1=комментари
0=критерий,1=критери
0=санаторий,1=санатори
0=сценарий,1=сценари
1+ий#1+ие#1+его#1+их#1+ему#1+им#1+его#1+их#1+им#1+ими#1+ем#1+их
0=военнослужащий,1=военнослужащ
0=желающий,1=желающ
0=заведующий,1=заведующ
0=рабочий,1=рабоч
0=управляющий,1=управляющ
1+е+2+о#1+ё+2+а#1+е+2+а#1+ё+2#1+е+2+у#1+ё+2+ам#1+е+2+о#1+ё+2+а#1+е+2+ом#1+ё+2+ами#1+е+2+е#1+ё+2+ах
0=гнездо,1=гн,2=зд
0=колесо,1=кол,2=с
0=озеро,1=оз,2=р
0=село,1=с,2=л
0=чело,1=ч,2=л
1+2+о#1+2+а#1+2+а#1+о+2#1+2+у#1+2+ам#1+2+о#1+2+а#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=волокно,1=волок,2=н
0=дно,1=д,2=н
0=зло,1=з,2=л
0=окно,1=ок,2=н
0=сукно,1=сук,2=н
1#1+а#1+а#1+ов#1+у#1+ам#1+а#1+ов#1+ом#1+ами#1+е#1+ах
0=директор,1=директор
0=доктор,1=доктор
0=мастер,1=мастер
0=повар,1=повар
0=профессор,1=профессор
-#1+2+и#-#1+о+2#-#1+2+ам#-#1+2+и#-#1+2+ами#-#1+2+ах
0=носилки,1=носил,2=к
0=поминки,1=помин,2=к
0=сливки,1=слив,2=к
0=сумерки,1=сумер,2=к
0=сутки,1=сут,2=к
1+ёнок#1+ята#1+ёнка#1+ят#1+ёнку#1+ятам#1+ёнка#1+ят#1+ёнком#1+ятами#1+ёнке#1+ятах
0=котёнок,1=кот
0=поросёнок,1=порос
0=телёнок,1=тел
0=цыплёнок,1=цыпл
1+ь+2+а#1+ь+2+ы#1+ь+2+ы#1+е+2#1+ь+2+е#1+ь+2+ам#1+ь+2+у#1+ь+2+ы#1+ь+2+ой#1+ь+2+ами#1+ь+2+е#1+ь+2+ах
0=свадьба,1=свад,2=б
0=судьба,1=суд,2=б
0=тюрьма,1=тюр,2=м
0=усадьба,1=усад,2=б
1+ь#1+и#1+и#1+ей#1+и#1+ям#1+ь#1+ей#1+ию#1+ями#1+и#1+ях
0=жестокость,1=жестокост
0=особь,1=особ
0=свекровь,1=свекров
0=тварь,1=твар
1+ый#1+ые#1+ого#1+ых#1+ому#1+ым#1+ого#1+ых#1+ым#1+ыми#1+ом#1+ых
0=заключенный,1=заключённ
0=осуждённый,1=осуждённ
0=подданный,1=подданн
0=подсудимый,1=подсудим
1+ое#1+ые#1+ого#1+ых#1+ому#1+ым#1+ое#1+ых#1+ым#1+ыми#1+ом#1+ых
0=животное,1=животн
0=насекомое,1=насеком
0=прошлое,1=прошл
0=содержимое,1=содержим
1+о+2+ь#1+2+и#1+2+я#1+2+ей#1+2+ю#1+2+ям#1+о+2+ь#1+2+и#1+2+ем#1+2+ями#1+2+е#1+2+ях
0=коготь,1=ког,2=т
0=лапоть,1=лап,2=т
0=локоть,1=лок,2=т
0=ноготь,1=ног,2=т
1+о#1+ья#1+а#1+ьев#1+у#1+ьям#1+о#1+ья#1+ом#1+ьями#1+е#1+ьях
0=дерево,1=дерев
0=звено,1=звен
0=крыло,1=крыл
0=перо,1=пер
1+ее#1+ие#1+его#1+их#1+ему#1+им#1+ее#1+ие#1+им#1+ими#1+ем#1+их
0=будущее,1=будущ
0=дальнейшее,1=дальнейш
0=настоящее,1=настоящ
0=общее,1=общ
1+е+2#1+ь+2+ы#1+ь+2+а#1+ь+2+ев#1+ь+2+у#1+ь+2+ам#1+ь+2+а#1+ь+2+ев#1+ь+2+ем#1+ь+2+ами#1+ь+2+е#1+ь+2+ах
0=владелец,1=владел,2=ц
0=доброволец,1=добровол,2=ц
0=комсомолец,1=комсомол,2=ц
0=пришелец,1=пришел,2=ц
1+е+2#1+й+2+ы#1+й+2+а#1+й+2+ев#1+й+2+у#1+й+2+ам#1+й+2+а#1+й+2+ев#1+й+2+ем#1+й+2+ами#1+й+2+е#1+й+2+ах
0=европеец,1=европе,2=ц
0=индеец,1=инде,2=ц
0=китаец,1=кита,2=ц
0=красноармеец,1=красноарме,2=ц
1+е+2#1+2+ы#1+2+а#1+2+ев#1+2+у#1+2+ам#1+е+2#1+2+ы#1+2+ем#1+2+ами#1+2+е#1+2+ах
0=колодец,1=колод,2=ц
0=перец,1=пер,2=ц
0=румянец,1=румян,2=ц
0=танец,1=тан,2=ц
1#1+ья△#1+а#1+ьев△#1+у#1+ьям△#1#1+ья△#1+ом#1+ьями△#1+е#1+ьях△
0=клин,1=клин
0=ком,1=ком
0=повод,1=повод
0=стул,1=стул
1+ё+2#1+е+2+и#1+е+2+а#1+е+2+ей#1+е+2+у#1+е+2+ам#1+ё+2#1+е+2+и#1+е+2+ом#1+е+2+ами#1+е+2+е#1+е+2+ах
0=грабёж,1=граб,2=ж
0=платёж,1=плат,2=ж
0=чертёж,1=черт,2=ж
1+ё+2#1+2+ы#1+2+а#1+2+ов#1+2+у#1+2+ам#1+ё+2#1+2+ы#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=ковер,1=ков,2=р
0=костёр,1=кост,2=р
0=котёл,1=кот,2=л
1+ья#1+ьи#1+ьи#1+ей#1+ье#1+ьям#1+ью#1+ьи#1+ьёю#1+ьями#1+ье#1+ьях
0=семья,1=сем
0=скамья,1=скам
0=статья,1=стат
1+ья#1+ьи#1+ьи#1+ей#1+ье#1+ьям#1+ью#1+ьи#1+ьёй#1+ьями#1+ье#1+ьях
0=семья,1=сем
0=скамья,1=скам
0=статья,1=стат
1+ь+2+о#1+ь+2+а#1+ь+2+а#1+е+2#1+ь+2+у#1+ь+2+ам#1+ь+2+о#1+ь+2+а#1+ь+2+ом#1+ь+2+ами#1+ь+2+е#1+ь+2+ах
0=кольцо,1=кол,2=ц
0=крыльцо,1=крыл,2=ц
0=письмо,1=пис,2=м
1+ь+2+а#1+ь+2+ы#1+ь+2+ы#1+е+2#1+ь+2+е#1+ь+2+ам#1+ь+2+у#1+ь+2+ы#1+ь+2+ою#1+ь+2+ами#1+ь+2+е#1+ь+2+ах
0=свадьба,1=свад,2=б
0=судьба,1=суд,2=б
0=тюрьма,1=тюр,2=м
1+ь#1+я#1+я#1+ей#1+ю#1+ям#1+ь#1+я#1+ем#1+ями#1+е#1+ях
0=лагерь,1=лагер
0=тополь,1=топол
0=якорь,1=якор
1+о+2#1+2+и#1+2+а#1+о+2#1+2+у#1+2+ам#1+о+2#1+2+и#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=валенок,1=вален,2=к
0=глазок,1=глаз,2=к
0=чулок,1=чул,2=к
1+о#1+и#1+а#1+ов#1+у#1+ам#1+о#1+и#1+ом#1+ами#1+е#1+ах
0=брюшко,1=брюшк
0=личико,1=личик
0=очко,1=очк
1+о#1+а#1+а#1#1+у#1+ам#1+о#1#1+ом#1+ами#1+е#1+ах
0=божество,1=божеств
0=существо,1=существ
0=чадо,1=чад
1+о#-#1+а#-#1+у#-#1+о#-#1+ом#-#1+е#-
0=золото,1=золот
0=христианство,1=христианств
0=электричество,1=электричеств
